date_id,full_date,day_of_week,day_number,month_number,month_name,quarter,year,is_weekend,is_np_holiday
899,6/17/2021,Thursday,17,6,June,Q2,2021,0,0
900,6/18/2021,Friday,18,6,June,Q2,2021,0,0
901,6/19/2021,Saturday,19,6,June,Q2,2021,1,0
902,6/20/2021,Sunday,20,6,June,Q2,2021,1,0
903,6/21/2021,Monday,21,6,June,Q2,2021,0,0
904,6/22/2021,Tuesday,22,6,June,Q2,2021,0,0
905,6/23/2021,Wednesday,23,6,June,Q2,2021,0,0
906,6/24/2021,Thursday,24,6,June,Q2,2021,0,0
907,6/25/2021,Friday,25,6,June,Q2,2021,0,0
908,6/26/2021,Saturday,26,6,June,Q2,2021,1,0
909,6/27/2021,Sunday,27,6,June,Q2,2021,1,0
910,6/28/2021,Monday,28,6,June,Q2,2021,0,0
911,6/29/2021,Tuesday,29,6,June,Q2,2021,0,0
912,6/30/2021,Wednesday,30,6,June,Q2,2021,0,0
913,7/1/2021,Thursday,1,7,July,Q3,2021,0,0
914,7/2/2021,Friday,2,7,July,Q3,2021,0,0
915,7/3/2021,Saturday,3,7,July,Q3,2021,1,0
916,7/4/2021,Sunday,4,7,July,Q3,2021,1,0
917,7/5/2021,Monday,5,7,July,Q3,2021,0,0
918,7/6/2021,Tuesday,6,7,July,Q3,2021,0,0
919,7/7/2021,Wednesday,7,7,July,Q3,2021,0,0
920,7/8/2021,Thursday,8,7,July,Q3,2021,0,0
921,7/9/2021,Friday,9,7,July,Q3,2021,0,0
922,7/10/2021,Saturday,10,7,July,Q3,2021,1,0
923,7/11/2021,Sunday,11,7,July,Q3,2021,1,0
924,7/12/2021,Monday,12,7,July,Q3,2021,0,0
925,7/13/2021,Tuesday,13,7,July,Q3,2021,0,0
926,7/14/2021,Wednesday,14,7,July,Q3,2021,0,0
927,7/15/2021,Thursday,15,7,July,Q3,2021,0,0
928,7/16/2021,Friday,16,7,July,Q3,2021,0,0
929,7/17/2021,Saturday,17,7,July,Q3,2021,1,0
930,7/18/2021,Sunday,18,7,July,Q3,2021,1,0
931,7/19/2021,Monday,19,7,July,Q3,2021,0,0
932,7/20/2021,Tuesday,20,7,July,Q3,2021,0,0
933,7/21/2021,Wednesday,21,7,July,Q3,2021,0,0
934,7/22/2021,Thursday,22,7,July,Q3,2021,0,0
935,7/23/2021,Friday,23,7,July,Q3,2021,0,0
936,7/24/2021,Saturday,24,7,July,Q3,2021,1,0
937,7/25/2021,Sunday,25,7,July,Q3,2021,1,0
938,7/26/2021,Monday,26,7,July,Q3,2021,0,0
939,7/27/2021,Tuesday,27,7,July,Q3,2021,0,0
940,7/28/2021,Wednesday,28,7,July,Q3,2021,0,0
941,7/29/2021,Thursday,29,7,July,Q3,2021,0,0
942,7/30/2021,Friday,30,7,July,Q3,2021,0,0
943,7/31/2021,Saturday,31,7,July,Q3,2021,1,0
944,8/1/2021,Sunday,1,8,August,Q3,2021,1,0
945,8/2/2021,Monday,2,8,August,Q3,2021,0,0
946,8/3/2021,Tuesday,3,8,August,Q3,2021,0,0
947,8/4/2021,Wednesday,4,8,August,Q3,2021,0,0
948,8/5/2021,Thursday,5,8,August,Q3,2021,0,0
949,8/6/2021,Friday,6,8,August,Q3,2021,0,0
950,8/7/2021,Saturday,7,8,August,Q3,2021,1,0
951,8/8/2021,Sunday,8,8,August,Q3,2021,1,0
952,8/9/2021,Monday,9,8,August,Q3,2021,0,0
953,8/10/2021,Tuesday,10,8,August,Q3,2021,0,0
954,8/11/2021,Wednesday,11,8,August,Q3,2021,0,0
955,8/12/2021,Thursday,12,8,August,Q3,2021,0,0
956,8/13/2021,Friday,13,8,August,Q3,2021,0,0
957,8/14/2021,Saturday,14,8,August,Q3,2021,1,0
958,8/15/2021,Sunday,15,8,August,Q3,2021,1,0
959,8/16/2021,Monday,16,8,August,Q3,2021,0,0
960,8/17/2021,Tuesday,17,8,August,Q3,2021,0,0
961,8/18/2021,Wednesday,18,8,August,Q3,2021,0,0
962,8/19/2021,Thursday,19,8,August,Q3,2021,0,0
963,8/20/2021,Friday,20,8,August,Q3,2021,0,0
964,8/21/2021,Saturday,21,8,August,Q3,2021,1,0
965,8/22/2021,Sunday,22,8,August,Q3,2021,1,0
966,8/23/2021,Monday,23,8,August,Q3,2021,0,0
967,8/24/2021,Tuesday,24,8,August,Q3,2021,0,0
968,8/25/2021,Wednesday,25,8,August,Q3,2021,0,0
969,8/26/2021,Thursday,26,8,August,Q3,2021,0,0
970,8/27/2021,Friday,27,8,August,Q3,2021,0,0
971,8/28/2021,Saturday,28,8,August,Q3,2021,1,0
972,8/29/2021,Sunday,29,8,August,Q3,2021,1,0
973,8/30/2021,Monday,30,8,August,Q3,2021,0,0
974,8/31/2021,Tuesday,31,8,August,Q3,2021,0,0
975,9/1/2021,Wednesday,1,9,September,Q3,2021,0,0
976,9/2/2021,Thursday,2,9,September,Q3,2021,0,0
977,9/3/2021,Friday,3,9,September,Q3,2021,0,0
978,9/4/2021,Saturday,4,9,September,Q3,2021,1,0
979,9/5/2021,Sunday,5,9,September,Q3,2021,1,0
980,9/6/2021,Monday,6,9,September,Q3,2021,0,0
981,9/7/2021,Tuesday,7,9,September,Q3,2021,0,0
982,9/8/2021,Wednesday,8,9,September,Q3,2021,0,0
983,9/9/2021,Thursday,9,9,September,Q3,2021,0,0
984,9/10/2021,Friday,10,9,September,Q3,2021,0,0
985,9/11/2021,Saturday,11,9,September,Q3,2021,1,0
986,9/12/2021,Sunday,12,9,September,Q3,2021,1,0
987,9/13/2021,Monday,13,9,September,Q3,2021,0,0
988,9/14/2021,Tuesday,14,9,September,Q3,2021,0,0
989,9/15/2021,Wednesday,15,9,September,Q3,2021,0,0
990,9/16/2021,Thursday,16,9,September,Q3,2021,0,0
991,9/17/2021,Friday,17,9,September,Q3,2021,0,0
992,9/18/2021,Saturday,18,9,September,Q3,2021,1,0
993,9/19/2021,Sunday,19,9,September,Q3,2021,1,0
994,9/20/2021,Monday,20,9,September,Q3,2021,0,0
995,9/21/2021,Tuesday,21,9,September,Q3,2021,0,0
996,9/22/2021,Wednesday,22,9,September,Q3,2021,0,0
997,9/23/2021,Thursday,23,9,September,Q3,2021,0,0
998,9/24/2021,Friday,24,9,September,Q3,2021,0,0
999,9/25/2021,Saturday,25,9,September,Q3,2021,1,0
1000,9/26/2021,Sunday,26,9,September,Q3,2021,1,0
1001,9/27/2021,Monday,27,9,September,Q3,2021,0,0
1002,9/28/2021,Tuesday,28,9,September,Q3,2021,0,0
1003,9/29/2021,Wednesday,29,9,September,Q3,2021,0,0
1004,9/30/2021,Thursday,30,9,September,Q3,2021,0,0
1005,10/1/2021,Friday,1,10,October,Q4,2021,0,0
1006,10/2/2021,Saturday,2,10,October,Q4,2021,1,0
1007,10/3/2021,Sunday,3,10,October,Q4,2021,1,0
1008,10/4/2021,Monday,4,10,October,Q4,2021,0,0
1009,10/5/2021,Tuesday,5,10,October,Q4,2021,0,0
1010,10/6/2021,Wednesday,6,10,October,Q4,2021,0,0
1011,10/7/2021,Thursday,7,10,October,Q4,2021,0,0
1012,10/8/2021,Friday,8,10,October,Q4,2021,0,0
1013,10/9/2021,Saturday,9,10,October,Q4,2021,1,0
1014,10/10/2021,Sunday,10,10,October,Q4,2021,1,1
1015,10/11/2021,Monday,11,10,October,Q4,2021,0,1
1016,10/12/2021,Tuesday,12,10,October,Q4,2021,0,1
1017,10/13/2021,Wednesday,13,10,October,Q4,2021,0,1
1018,10/14/2021,Thursday,14,10,October,Q4,2021,0,1
1019,10/15/2021,Friday,15,10,October,Q4,2021,0,1
1020,10/16/2021,Saturday,16,10,October,Q4,2021,1,1
1021,10/17/2021,Sunday,17,10,October,Q4,2021,1,1
1022,10/18/2021,Monday,18,10,October,Q4,2021,0,1
1023,10/19/2021,Tuesday,19,10,October,Q4,2021,0,1
1024,10/20/2021,Wednesday,20,10,October,Q4,2021,0,1
1025,10/21/2021,Thursday,21,10,October,Q4,2021,0,1
1026,10/22/2021,Friday,22,10,October,Q4,2021,0,0
1027,10/23/2021,Saturday,23,10,October,Q4,2021,1,0
1028,10/24/2021,Sunday,24,10,October,Q4,2021,1,0
1029,10/25/2021,Monday,25,10,October,Q4,2021,0,0
1030,10/26/2021,Tuesday,26,10,October,Q4,2021,0,0
1031,10/27/2021,Wednesday,27,10,October,Q4,2021,0,0
1032,10/28/2021,Thursday,28,10,October,Q4,2021,0,1
1033,10/29/2021,Friday,29,10,October,Q4,2021,0,1
1034,10/30/2021,Saturday,30,10,October,Q4,2021,1,1
1035,10/31/2021,Sunday,31,10,October,Q4,2021,1,1
1036,11/1/2021,Monday,1,11,November,Q4,2021,0,1
1037,11/2/2021,Tuesday,2,11,November,Q4,2021,0,1
1038,11/3/2021,Wednesday,3,11,November,Q4,2021,0,1
1039,11/4/2021,Thursday,4,11,November,Q4,2021,0,1
1040,11/5/2021,Friday,5,11,November,Q4,2021,0,0
1041,11/6/2021,Saturday,6,11,November,Q4,2021,1,0
1042,11/7/2021,Sunday,7,11,November,Q4,2021,1,0
1043,11/8/2021,Monday,8,11,November,Q4,2021,0,0
1044,11/9/2021,Tuesday,9,11,November,Q4,2021,0,0
1045,11/10/2021,Wednesday,10,11,November,Q4,2021,0,0
1046,11/11/2021,Thursday,11,11,November,Q4,2021,0,0
1047,11/12/2021,Friday,12,11,November,Q4,2021,0,0
1048,11/13/2021,Saturday,13,11,November,Q4,2021,1,0
1049,11/14/2021,Sunday,14,11,November,Q4,2021,1,0
1050,11/15/2021,Monday,15,11,November,Q4,2021,0,0
1051,11/16/2021,Tuesday,16,11,November,Q4,2021,0,0
1052,11/17/2021,Wednesday,17,11,November,Q4,2021,0,0
1053,11/18/2021,Thursday,18,11,November,Q4,2021,0,0
1054,11/19/2021,Friday,19,11,November,Q4,2021,0,0
1055,11/20/2021,Saturday,20,11,November,Q4,2021,1,0
1056,11/21/2021,Sunday,21,11,November,Q4,2021,1,0
1057,11/22/2021,Monday,22,11,November,Q4,2021,0,0
1058,11/23/2021,Tuesday,23,11,November,Q4,2021,0,0
1059,11/24/2021,Wednesday,24,11,November,Q4,2021,0,0
1060,11/25/2021,Thursday,25,11,November,Q4,2021,0,0
1061,11/26/2021,Friday,26,11,November,Q4,2021,0,0
1062,11/27/2021,Saturday,27,11,November,Q4,2021,1,0
1063,11/28/2021,Sunday,28,11,November,Q4,2021,1,0
1064,11/29/2021,Monday,29,11,November,Q4,2021,0,0
1065,11/30/2021,Tuesday,30,11,November,Q4,2021,0,0
1066,12/1/2021,Wednesday,1,12,December,Q4,2021,0,0
1067,12/2/2021,Thursday,2,12,December,Q4,2021,0,0
1068,12/3/2021,Friday,3,12,December,Q4,2021,0,0
1069,12/4/2021,Saturday,4,12,December,Q4,2021,1,0
1070,12/5/2021,Sunday,5,12,December,Q4,2021,1,0
1071,12/6/2021,Monday,6,12,December,Q4,2021,0,0
1072,12/7/2021,Tuesday,7,12,December,Q4,2021,0,0
1073,12/8/2021,Wednesday,8,12,December,Q4,2021,0,0
1074,12/9/2021,Thursday,9,12,December,Q4,2021,0,0
1075,12/10/2021,Friday,10,12,December,Q4,2021,0,0
1076,12/11/2021,Saturday,11,12,December,Q4,2021,1,0
1077,12/12/2021,Sunday,12,12,December,Q4,2021,1,0
1078,12/13/2021,Monday,13,12,December,Q4,2021,0,0
1079,12/14/2021,Tuesday,14,12,December,Q4,2021,0,0
1080,12/15/2021,Wednesday,15,12,December,Q4,2021,0,0
1081,12/16/2021,Thursday,16,12,December,Q4,2021,0,0
1082,12/17/2021,Friday,17,12,December,Q4,2021,0,0
1083,12/18/2021,Saturday,18,12,December,Q4,2021,1,0
1084,12/19/2021,Sunday,19,12,December,Q4,2021,1,0
1085,12/20/2021,Monday,20,12,December,Q4,2021,0,0
1086,12/21/2021,Tuesday,21,12,December,Q4,2021,0,0
1087,12/22/2021,Wednesday,22,12,December,Q4,2021,0,0
1088,12/23/2021,Thursday,23,12,December,Q4,2021,0,0
1089,12/24/2021,Friday,24,12,December,Q4,2021,0,0
1090,12/25/2021,Saturday,25,12,December,Q4,2021,1,0
1091,12/26/2021,Sunday,26,12,December,Q4,2021,1,0
1092,12/27/2021,Monday,27,12,December,Q4,2021,0,0
1093,12/28/2021,Tuesday,28,12,December,Q4,2021,0,0
1094,12/29/2021,Wednesday,29,12,December,Q4,2021,0,0
1095,12/30/2021,Thursday,30,12,December,Q4,2021,0,0
1096,12/31/2021,Friday,31,12,December,Q4,2021,0,0
1097,1/1/2022,Saturday,1,1,January,Q1,2022,1,0
1098,1/2/2022,Sunday,2,1,January,Q1,2022,1,0
1099,1/3/2022,Monday,3,1,January,Q1,2022,0,0
1100,1/4/2022,Tuesday,4,1,January,Q1,2022,0,0
1101,1/5/2022,Wednesday,5,1,January,Q1,2022,0,0
1102,1/6/2022,Thursday,6,1,January,Q1,2022,0,0
1103,1/7/2022,Friday,7,1,January,Q1,2022,0,0
1104,1/8/2022,Saturday,8,1,January,Q1,2022,1,0
1105,1/9/2022,Sunday,9,1,January,Q1,2022,1,0
1106,1/10/2022,Monday,10,1,January,Q1,2022,0,0
1107,1/11/2022,Tuesday,11,1,January,Q1,2022,0,0
1108,1/12/2022,Wednesday,12,1,January,Q1,2022,0,0
1109,1/13/2022,Thursday,13,1,January,Q1,2022,0,0
1110,1/14/2022,Friday,14,1,January,Q1,2022,0,0
1111,1/15/2022,Saturday,15,1,January,Q1,2022,1,0
1112,1/16/2022,Sunday,16,1,January,Q1,2022,1,0
1113,1/17/2022,Monday,17,1,January,Q1,2022,0,0
1114,1/18/2022,Tuesday,18,1,January,Q1,2022,0,0
1115,1/19/2022,Wednesday,19,1,January,Q1,2022,0,0
1116,1/20/2022,Thursday,20,1,January,Q1,2022,0,0
1117,1/21/2022,Friday,21,1,January,Q1,2022,0,0
1118,1/22/2022,Saturday,22,1,January,Q1,2022,1,0
1119,1/23/2022,Sunday,23,1,January,Q1,2022,1,0
1120,1/24/2022,Monday,24,1,January,Q1,2022,0,0
1121,1/25/2022,Tuesday,25,1,January,Q1,2022,0,0
1122,1/26/2022,Wednesday,26,1,January,Q1,2022,0,0
1123,1/27/2022,Thursday,27,1,January,Q1,2022,0,0
1124,1/28/2022,Friday,28,1,January,Q1,2022,0,0
1125,1/29/2022,Saturday,29,1,January,Q1,2022,1,0
1126,1/30/2022,Sunday,30,1,January,Q1,2022,1,0
1127,1/31/2022,Monday,31,1,January,Q1,2022,0,0
1128,2/1/2022,Tuesday,1,2,February,Q1,2022,0,0
1129,2/2/2022,Wednesday,2,2,February,Q1,2022,0,0
1130,2/3/2022,Thursday,3,2,February,Q1,2022,0,0
1131,2/4/2022,Friday,4,2,February,Q1,2022,0,0
1132,2/5/2022,Saturday,5,2,February,Q1,2022,1,0
1133,2/6/2022,Sunday,6,2,February,Q1,2022,1,0
1134,2/7/2022,Monday,7,2,February,Q1,2022,0,0
1135,2/8/2022,Tuesday,8,2,February,Q1,2022,0,0
1136,2/9/2022,Wednesday,9,2,February,Q1,2022,0,0
1137,2/10/2022,Thursday,10,2,February,Q1,2022,0,0
1138,2/11/2022,Friday,11,2,February,Q1,2022,0,0
1139,2/12/2022,Saturday,12,2,February,Q1,2022,1,0
1140,2/13/2022,Sunday,13,2,February,Q1,2022,1,0
1141,2/14/2022,Monday,14,2,February,Q1,2022,0,0
1142,2/15/2022,Tuesday,15,2,February,Q1,2022,0,0
1143,2/16/2022,Wednesday,16,2,February,Q1,2022,0,0
1144,2/17/2022,Thursday,17,2,February,Q1,2022,0,0
1145,2/18/2022,Friday,18,2,February,Q1,2022,0,0
1146,2/19/2022,Saturday,19,2,February,Q1,2022,1,0
1147,2/20/2022,Sunday,20,2,February,Q1,2022,1,0
1148,2/21/2022,Monday,21,2,February,Q1,2022,0,0
1149,2/22/2022,Tuesday,22,2,February,Q1,2022,0,0
1150,2/23/2022,Wednesday,23,2,February,Q1,2022,0,0
1151,2/24/2022,Thursday,24,2,February,Q1,2022,0,0
1152,2/25/2022,Friday,25,2,February,Q1,2022,0,0
1153,2/26/2022,Saturday,26,2,February,Q1,2022,1,0
1154,2/27/2022,Sunday,27,2,February,Q1,2022,1,0
1155,2/28/2022,Monday,28,2,February,Q1,2022,0,0
1156,3/1/2022,Tuesday,1,3,March,Q1,2022,0,0
1157,3/2/2022,Wednesday,2,3,March,Q1,2022,0,0
1158,3/3/2022,Thursday,3,3,March,Q1,2022,0,0
1159,3/4/2022,Friday,4,3,March,Q1,2022,0,0
1160,3/5/2022,Saturday,5,3,March,Q1,2022,1,0
1161,3/6/2022,Sunday,6,3,March,Q1,2022,1,0
1162,3/7/2022,Monday,7,3,March,Q1,2022,0,0
1163,3/8/2022,Tuesday,8,3,March,Q1,2022,0,0
1164,3/9/2022,Wednesday,9,3,March,Q1,2022,0,0
1165,3/10/2022,Thursday,10,3,March,Q1,2022,0,0
1166,3/11/2022,Friday,11,3,March,Q1,2022,0,0
1167,3/12/2022,Saturday,12,3,March,Q1,2022,1,0
1168,3/13/2022,Sunday,13,3,March,Q1,2022,1,0
1169,3/14/2022,Monday,14,3,March,Q1,2022,0,1
1170,3/15/2022,Tuesday,15,3,March,Q1,2022,0,1
1171,3/16/2022,Wednesday,16,3,March,Q1,2022,0,0
1172,3/17/2022,Thursday,17,3,March,Q1,2022,0,0
1173,3/18/2022,Friday,18,3,March,Q1,2022,0,0
1174,3/19/2022,Saturday,19,3,March,Q1,2022,1,0
1175,3/20/2022,Sunday,20,3,March,Q1,2022,1,0
1176,3/21/2022,Monday,21,3,March,Q1,2022,0,0
1177,3/22/2022,Tuesday,22,3,March,Q1,2022,0,0
1178,3/23/2022,Wednesday,23,3,March,Q1,2022,0,0
1179,3/24/2022,Thursday,24,3,March,Q1,2022,0,0
1180,3/25/2022,Friday,25,3,March,Q1,2022,0,0
1181,3/26/2022,Saturday,26,3,March,Q1,2022,1,0
1182,3/27/2022,Sunday,27,3,March,Q1,2022,1,0
1183,3/28/2022,Monday,28,3,March,Q1,2022,0,0
1184,3/29/2022,Tuesday,29,3,March,Q1,2022,0,0
1185,3/30/2022,Wednesday,30,3,March,Q1,2022,0,0
1186,3/31/2022,Thursday,31,3,March,Q1,2022,0,0
1187,4/1/2022,Friday,1,4,April,Q2,2022,0,0
1188,4/2/2022,Saturday,2,4,April,Q2,2022,1,0
1189,4/3/2022,Sunday,3,4,April,Q2,2022,1,0
1190,4/4/2022,Monday,4,4,April,Q2,2022,0,0
1191,4/5/2022,Tuesday,5,4,April,Q2,2022,0,0
1192,4/6/2022,Wednesday,6,4,April,Q2,2022,0,0
1193,4/7/2022,Thursday,7,4,April,Q2,2022,0,0
1194,4/8/2022,Friday,8,4,April,Q2,2022,0,0
1195,4/9/2022,Saturday,9,4,April,Q2,2022,1,0
1196,4/10/2022,Sunday,10,4,April,Q2,2022,1,0
1197,4/11/2022,Monday,11,4,April,Q2,2022,0,0
1198,4/12/2022,Tuesday,12,4,April,Q2,2022,0,0
1199,4/13/2022,Wednesday,13,4,April,Q2,2022,0,0
1200,4/14/2022,Thursday,14,4,April,Q2,2022,0,1
1201,4/15/2022,Friday,15,4,April,Q2,2022,0,1
1202,4/16/2022,Saturday,16,4,April,Q2,2022,1,0
1203,4/17/2022,Sunday,17,4,April,Q2,2022,1,0
1204,4/18/2022,Monday,18,4,April,Q2,2022,0,0
1205,4/19/2022,Tuesday,19,4,April,Q2,2022,0,0
1206,4/20/2022,Wednesday,20,4,April,Q2,2022,0,0
1207,4/21/2022,Thursday,21,4,April,Q2,2022,0,0
1208,4/22/2022,Friday,22,4,April,Q2,2022,0,0
1209,4/23/2022,Saturday,23,4,April,Q2,2022,1,0
1210,4/24/2022,Sunday,24,4,April,Q2,2022,1,0
1211,4/25/2022,Monday,25,4,April,Q2,2022,0,0
1212,4/26/2022,Tuesday,26,4,April,Q2,2022,0,0
1213,4/27/2022,Wednesday,27,4,April,Q2,2022,0,0
1214,4/28/2022,Thursday,28,4,April,Q2,2022,0,0
1215,4/29/2022,Friday,29,4,April,Q2,2022,0,0
1216,4/30/2022,Saturday,30,4,April,Q2,2022,1,0
1217,5/1/2022,Sunday,1,5,May,Q2,2022,1,0
1218,5/2/2022,Monday,2,5,May,Q2,2022,0,0
1219,5/3/2022,Tuesday,3,5,May,Q2,2022,0,0
1220,5/4/2022,Wednesday,4,5,May,Q2,2022,0,0
1221,5/5/2022,Thursday,5,5,May,Q2,2022,0,0
1222,5/6/2022,Friday,6,5,May,Q2,2022,0,0
1223,5/7/2022,Saturday,7,5,May,Q2,2022,1,0
1224,5/8/2022,Sunday,8,5,May,Q2,2022,1,0
1225,5/9/2022,Monday,9,5,May,Q2,2022,0,0
1226,5/10/2022,Tuesday,10,5,May,Q2,2022,0,0
1227,5/11/2022,Wednesday,11,5,May,Q2,2022,0,0
1228,5/12/2022,Thursday,12,5,May,Q2,2022,0,0
1229,5/13/2022,Friday,13,5,May,Q2,2022,0,0
1230,5/14/2022,Saturday,14,5,May,Q2,2022,1,0
1231,5/15/2022,Sunday,15,5,May,Q2,2022,1,1
1232,5/16/2022,Monday,16,5,May,Q2,2022,0,1
1233,5/17/2022,Tuesday,17,5,May,Q2,2022,0,0
1234,5/18/2022,Wednesday,18,5,May,Q2,2022,0,0
1235,5/19/2022,Thursday,19,5,May,Q2,2022,0,0
1236,5/20/2022,Friday,20,5,May,Q2,2022,0,0
1237,5/21/2022,Saturday,21,5,May,Q2,2022,1,0
1238,5/22/2022,Sunday,22,5,May,Q2,2022,1,0
1239,5/23/2022,Monday,23,5,May,Q2,2022,0,0
1240,5/24/2022,Tuesday,24,5,May,Q2,2022,0,0
1241,5/25/2022,Wednesday,25,5,May,Q2,2022,0,0
1242,5/26/2022,Thursday,26,5,May,Q2,2022,0,0
1243,5/27/2022,Friday,27,5,May,Q2,2022,0,0
1244,5/28/2022,Saturday,28,5,May,Q2,2022,1,0
1245,5/29/2022,Sunday,29,5,May,Q2,2022,1,0
1246,5/30/2022,Monday,30,5,May,Q2,2022,0,0
1247,5/31/2022,Tuesday,31,5,May,Q2,2022,0,0
1248,6/1/2022,Wednesday,1,6,June,Q2,2022,0,0
1249,6/2/2022,Thursday,2,6,June,Q2,2022,0,0
1250,6/3/2022,Friday,3,6,June,Q2,2022,0,0
1251,6/4/2022,Saturday,4,6,June,Q2,2022,1,0
1252,6/5/2022,Sunday,5,6,June,Q2,2022,1,0
1253,6/6/2022,Monday,6,6,June,Q2,2022,0,0
1254,6/7/2022,Tuesday,7,6,June,Q2,2022,0,0
1255,6/8/2022,Wednesday,8,6,June,Q2,2022,0,0
1256,6/9/2022,Thursday,9,6,June,Q2,2022,0,0
1257,6/10/2022,Friday,10,6,June,Q2,2022,0,0
1258,6/11/2022,Saturday,11,6,June,Q2,2022,1,0
1259,6/12/2022,Sunday,12,6,June,Q2,2022,1,0
1260,6/13/2022,Monday,13,6,June,Q2,2022,0,0
1261,6/14/2022,Tuesday,14,6,June,Q2,2022,0,0
1262,6/15/2022,Wednesday,15,6,June,Q2,2022,0,0
1263,6/16/2022,Thursday,16,6,June,Q2,2022,0,0
1264,6/17/2022,Friday,17,6,June,Q2,2022,0,0
1265,6/18/2022,Saturday,18,6,June,Q2,2022,1,0
1266,6/19/2022,Sunday,19,6,June,Q2,2022,1,0
1267,6/20/2022,Monday,20,6,June,Q2,2022,0,0
1268,6/21/2022,Tuesday,21,6,June,Q2,2022,0,0
1269,6/22/2022,Wednesday,22,6,June,Q2,2022,0,0
1270,6/23/2022,Thursday,23,6,June,Q2,2022,0,0
1271,6/24/2022,Friday,24,6,June,Q2,2022,0,0
1272,6/25/2022,Saturday,25,6,June,Q2,2022,1,0
1273,6/26/2022,Sunday,26,6,June,Q2,2022,1,0
1274,6/27/2022,Monday,27,6,June,Q2,2022,0,0
1275,6/28/2022,Tuesday,28,6,June,Q2,2022,0,0
1276,6/29/2022,Wednesday,29,6,June,Q2,2022,0,0
1277,6/30/2022,Thursday,30,6,June,Q2,2022,0,0
1278,7/1/2022,Friday,1,7,July,Q3,2022,0,0
1279,7/2/2022,Saturday,2,7,July,Q3,2022,1,0
1280,7/3/2022,Sunday,3,7,July,Q3,2022,1,0
1281,7/4/2022,Monday,4,7,July,Q3,2022,0,0
1282,7/5/2022,Tuesday,5,7,July,Q3,2022,0,0
1283,7/6/2022,Wednesday,6,7,July,Q3,2022,0,0
1284,7/7/2022,Thursday,7,7,July,Q3,2022,0,0
1285,7/8/2022,Friday,8,7,July,Q3,2022,0,0
1286,7/9/2022,Saturday,9,7,July,Q3,2022,1,0
1287,7/10/2022,Sunday,10,7,July,Q3,2022,1,0
1288,7/11/2022,Monday,11,7,July,Q3,2022,0,0
1289,7/12/2022,Tuesday,12,7,July,Q3,2022,0,0
1290,7/13/2022,Wednesday,13,7,July,Q3,2022,0,0
1291,7/14/2022,Thursday,14,7,July,Q3,2022,0,0
1292,7/15/2022,Friday,15,7,July,Q3,2022,0,0
1293,7/16/2022,Saturday,16,7,July,Q3,2022,1,0
1294,7/17/2022,Sunday,17,7,July,Q3,2022,1,0
1295,7/18/2022,Monday,18,7,July,Q3,2022,0,0
1296,7/19/2022,Tuesday,19,7,July,Q3,2022,0,0
1297,7/20/2022,Wednesday,20,7,July,Q3,2022,0,0
1298,7/21/2022,Thursday,21,7,July,Q3,2022,0,0
1299,7/22/2022,Friday,22,7,July,Q3,2022,0,0
1300,7/23/2022,Saturday,23,7,July,Q3,2022,1,0
1301,7/24/2022,Sunday,24,7,July,Q3,2022,1,0
1302,7/25/2022,Monday,25,7,July,Q3,2022,0,0
1303,7/26/2022,Tuesday,26,7,July,Q3,2022,0,0
1304,7/27/2022,Wednesday,27,7,July,Q3,2022,0,0
1305,7/28/2022,Thursday,28,7,July,Q3,2022,0,0
1306,7/29/2022,Friday,29,7,July,Q3,2022,0,0
1307,7/30/2022,Saturday,30,7,July,Q3,2022,1,0
1308,7/31/2022,Sunday,31,7,July,Q3,2022,1,0
1309,8/1/2022,Monday,1,8,August,Q3,2022,0,0
1310,8/2/2022,Tuesday,2,8,August,Q3,2022,0,0
1311,8/3/2022,Wednesday,3,8,August,Q3,2022,0,0
1312,8/4/2022,Thursday,4,8,August,Q3,2022,0,0
1313,8/5/2022,Friday,5,8,August,Q3,2022,0,0
1314,8/6/2022,Saturday,6,8,August,Q3,2022,1,0
1315,8/7/2022,Sunday,7,8,August,Q3,2022,1,0
1316,8/8/2022,Monday,8,8,August,Q3,2022,0,0
1317,8/9/2022,Tuesday,9,8,August,Q3,2022,0,0
1318,8/10/2022,Wednesday,10,8,August,Q3,2022,0,0
1319,8/11/2022,Thursday,11,8,August,Q3,2022,0,0
1320,8/12/2022,Friday,12,8,August,Q3,2022,0,0
1321,8/13/2022,Saturday,13,8,August,Q3,2022,1,0
1322,8/14/2022,Sunday,14,8,August,Q3,2022,1,0
1323,8/15/2022,Monday,15,8,August,Q3,2022,0,0
1324,8/16/2022,Tuesday,16,8,August,Q3,2022,0,0
1325,8/17/2022,Wednesday,17,8,August,Q3,2022,0,0
1326,8/18/2022,Thursday,18,8,August,Q3,2022,0,0
1327,8/19/2022,Friday,19,8,August,Q3,2022,0,0
1328,8/20/2022,Saturday,20,8,August,Q3,2022,1,0
1329,8/21/2022,Sunday,21,8,August,Q3,2022,1,0
1330,8/22/2022,Monday,22,8,August,Q3,2022,0,0
1331,8/23/2022,Tuesday,23,8,August,Q3,2022,0,0
1332,8/24/2022,Wednesday,24,8,August,Q3,2022,0,0
1333,8/25/2022,Thursday,25,8,August,Q3,2022,0,0
1334,8/26/2022,Friday,26,8,August,Q3,2022,0,0
1335,8/27/2022,Saturday,27,8,August,Q3,2022,1,0
1336,8/28/2022,Sunday,28,8,August,Q3,2022,1,0
1337,8/29/2022,Monday,29,8,August,Q3,2022,0,0
